id,corpus-id,score
954,"['1935427', '1775537', '1735404', '1128973', '759839', '1134752', '1196070', '3037516', '3485659', '1078607']",-1
955,"['1811364', '6676887', '4740247', '8683914', '2161220', '7297405', '197963', '3600128', '4853305', '7128710']",-1
956,"['5003459', '4587133', '3284853', '2118823', '1810127', '1441262', '943870', '8457126', '105547', '8437324']",-1
957,"['8255297', '3136448', '1732909', '7760391', '2137623', '1747984', '3001327', '6761381', '6074358', '8073327']",-1
958,"['7164694', '6028847', '384471', '6666823', '5902818', '1200708', '3898796', '2403966', '812514', '4434862']",-1
959,"['2643272', '6486587', '8273498', '427712', '7953894', '7313085', '5688698', '6378152', '2535332', '464241']",-1
960,"['7273297', '6960043', '2776273', '4979634', '3513585', '8394413', '2562753', '7478526', '6218625', '3083600']",-1
961,"['8301135', '2163658', '5287016', '8805841', '1855506', '1294386', '6189221', '7168543', '3029545', '4722294']",-1
962,"['2323178', '543984', '3446610', '1672968', '2074882', '3750420', '1272433', '3249749', '4035259', '5187911']",-1
963,"['492088', '8112274', '7144855', '1095398', '772555', '663902', '727116', '4526884', '978032', '8307783']",-1
964,"['281675', '3751577', '6885561', '816872', '5888415', '3343115', '8725689', '3432579', '6451396', '1949597']",-1
965,"['644930', '1145626', '7654755', '562357', '1440787', '835141', '2744994', '3629711', '8357714', '2137492']",-1
966,"['8359971', '4702310', '6929843', '5971587', '8060164', '384784', '2664673', '2740440', '7267910', '1999329']",-1
967,"['4414198', '4695571', '6063560', '3052758', '649200', '3407563', '2190861', '5384438', '6985879', '2836302']",-1
968,"['6009728', '377853', '5696169', '6160767', '1283675', '8130842', '7195151', '3317768', '2697893', '7527039']",-1
969,"['8187308', '158076', '2694230', '479799', '6384807', '2159018', '2328080', '6043363', '634308', '1052511']",-1
970,"['3501303', '5078300', '8169208', '8024193', '7207238', '4904092', '7291474', '219028', '3417405', '3092439']",-1
971,"['2340178', '924832', '3065281', '677946', '2814626', '4070665', '1747984', '5240299', '834219', '2224041']",-1
972,"['3139380', '36167', '5131554', '7522393', '316789', '7166044', '365214', '1516388', '4006310', '4480071']",-1
973,"['3751577', '1263554', '816872', '1735843', '3131560', '1561435', '4233869', '3343115', '5062970', '2695096']",-1
974,"['5078300', '4904092', '3670212', '2641148', '2435734', '6847975', '6519052', '7207238', '3280600', '3501303']",-1
975,"['8437870', '2113963', '675794', '8566951', '8214348', '2477080', '1411855', '2917082', '8315312', '4357833']",-1
976,"['4285120', '8724910', '829990', '3021678', '5600923', '5483631', '3838061', '4912210', '8267293', '2480410']",-1
977,"['1856028', '5252686', '5102918', '1964814', '7731118', '489754', '8615382', '5283094', '8830716', '8180540']",-1
978,"['6050754', '5502721', '8418818', '926526', '2239123', '3712968', '4700613', '1508284', '1561780', '3010656']",-1
979,"['5883392', '943870', '4664781', '4826162', '4092455', '1370329', '155991', '1717929', '3414112', '3134969']",-1
980,"['1353960', '3079061', '444735', '7062356', '1140984', '422966', '8416916', '4233328', '7912864', '6850877']",-1
981,"['1353960', '3079061', '444735', '7062356', '1140984', '422966', '8416916', '4233328', '7912864', '6850877']",-1
982,"['3131538', '5143532', '908477', '8011232', '4487484', '8127797', '6963768', '5531071', '331291', '7228083']",-1
983,"['131299', '4711889', '1373612', '5126336', '3521087', '2070714', '5860132', '8175877', '2877768', '4943493']",-1
984,"['845946', '8585561', '1147809', '3197282', '5711554', '8771944', '5806511', '1622582', '5448067', '2106686']",-1
985,"['5754533', '5682394', '3262428', '8604635', '1245848', '389126', '5874865', '6329312', '4620627', '4677995']",-1
986,"['1563507', '8826438', '4711483', '1612863', '7171292', '5336171', '2677409', '5976020', '8122398', '2416467']",-1
987,"['2081803', '4423351', '6039075', '8364439', '562842', '6057721', '1444156', '2735388', '7947925', '2101598']",-1
988,"['6126348', '3881198', '2211157', '7207556', '3019820', '83202', '7737509', '7025783', '368147', '7194307']",-1
989,"['7039356', '5878259', '7658817', '2288551', '354269', '5580670', '210305', '1168794', '5389620', '2144492']",-1
990,"['8754273', '2428767', '1101584', '3407563', '1025189', '3508302', '642547', '6985879', '1327997', '3722822']",-1
991,"['8416415', '1447379', '8812376', '6391811', '2678282', '1859536', '2256666', '6697434', '2058834', '224378']",-1
992,"['5086212', '7436811', '1294439', '1040859', '143690', '6570642', '999841', '3512021', '6039793', '353639']",-1
993,"['4603031', '2694726', '1768781', '4437606', '3246792', '4903007', '6474634', '4753189', '8672652', '2210440']",-1
994,"['8367309', '1733395', '1302284', '4876355', '2033046', '1856658', '195004', '6166215', '4577570', '4891498']",-1
995,"['5229187', '8127445', '7186424', '6558301', '5418408', '1297794', '2181893', '4140620', '1644453', '7097500']",-1
996,"['3484452', '7915505', '6089809', '7197286', '2318935', '7656058', '6458547', '57103', '7708580', '1202046']",-1
997,"['4532794', '8650623', '468102', '2681601', '714493', '4073188', '5932014', '3043259', '1554138', '3063411']",-1
998,"['498327', '1628458', '4879296', '6574048', '7676968', '2042816', '439170', '2136098', '4115604', '5487914']",-1
999,"['6266889', '8484046', '3926364', '818257', '4001476', '4379685', '2051806', '348200', '6686675', '4966442']",-1
1000,"['384471', '1706638', '2361768', '6979181', '7164694', '7779147', '747792', '2240144', '6277069', '4278987']",-1
1001,"['1407548', '2378050', '6463957', '6504679', '4132659', '6603101', '7660363', '8525050', '8825412', '6854989']",-1
1002,"['5084952', '4323300', '7190299', '8615426', '5172346', '5569092', '2337078', '8291297', '2880294', '6137969']",-1
1003,"['746004', '285111', '3009393', '463713', '6834176', '380070', '3469248', '6321644', '285115', '7204184']",-1
1004,"['769642', '7009546', '2574783', '6334186', '4164351', '3090573', '7255766', '3197282', '1316682', '3498843']",-1
1005,"['1440756', '3380745', '4875915', '880914', '3043413', '5149243', '1850861', '1727049', '8148033', '6843435']",-1
1006,"['3732033', '2290107', '3278331', '8162688', '1601473', '3640262', '168457', '7273935', '4812800', '456450']",-1
1007,"['2365327', '3841061', '747953', '7199838', '1363886', '6082893', '4963868', '6081118', '5392342', '2795407']",-1
1008,"['1221254', '4318711', '1810126', '4129073', '4201535', '5008711', '1020192', '7748908', '4175766', '551297']",-1
1009,"['5653878', '5270497', '4510987', '6419965', '563648', '340080', '2403616', '4854503', '1948301', '8548902']",-1
1010,"['5653878', '5270497', '4510987', '6419965', '563648', '340080', '2403616', '4854503', '1948301', '8548902']",-1
1011,"['4733485', '2742555', '2994540', '4414198', '6154407', '7169039', '7561190', '2638883', '2190861', '8086456']",-1
1012,"['5141318', '5690667', '2403325', '3900995', '8820899', '6052070', '8086380', '484900', '541395', '5620356']",-1
1013,"['3305374', '6236156', '543095', '3875800', '158980', '4277292', '5667947', '6185204', '2193085', '3478408']",-1
1014,"['8023595', '3846455', '4559929', '7114795', '7688062', '295236', '5688698', '3224186', '178881', '3380648']",-1
1015,"['4794286', '4930171', '5645195', '4292007', '4451498', '5338203', '5163529', '6760824', '500396', '3911724']",-1
1016,"['4894237', '830526', '6061405', '884286', '650205', '2000075', '8530975', '8003059', '6266894', '7137616']",-1
1017,"['2694726', '8094174', '3693134', '5212751', '2739063', '1861489', '6605660', '7021835', '923470', '818257']",-1
1018,"['663119', '3532344', '4397459', '5774052', '328603', '6766368', '1721215', '2356059', '5126336', '8366816']",-1
1019,"['7923844', '1936554', '6823377', '1965811', '135872', '2030224', '1086894', '887127', '6885388', '8103665']",-1
1020,"['4269798', '3809327', '251058', '5795927', '667278', '5688051', '700032', '5053675', '164416', '3210030']",-1
1021,"['8724910', '4285120', '2714914', '3021678', '6414311', '4409044', '2295430', '3838061', '4353205', '642236']",-1
1022,"['8484046', '6266889', '7062356', '7125269', '3926364', '444735', '942900', '6085916', '6085984', '2574783']",-1
1023,"['2742555', '4733485', '3248906', '2994540', '4414198', '6994790', '7561190', '4392179', '3591703', '1219478']",-1
1024,"['2643272', '3937023', '7313085', '427712', '464241', '7267703', '1785246', '3282564', '6486587', '4317243']",-1
1025,"['5953508', '6315037', '7036725', '7335580', '7133499', '7159059', '8730081', '1234290', '4500006', '304703']",-1
1026,"['3846455', '8023595', '4559929', '5688698', '427712', '3224186', '464241', '178881', '7688062', '7114795']",-1
1027,"['2573107', '1016857', '2625755', '3194418', '127766', '3863126', '97508', '5574704', '6159076', '8155179']",-1
1028,"['6358041', '3027936', '8301135', '1033465', '4020597', '2603285', '2012174', '2192472', '7023756', '1950149']",-1
1029,"['5338203', '4443937', '260316', '3937023', '7874206', '4829940', '2394530', '1881506', '895765', '5300639']",-1
1030,"['8255297', '1732909', '6687069', '3001327', '1747984', '8073327', '7144855', '6761381', '3136448', '4441199']",-1
1031,"['8737814', '5021146', '3852928', '6616359', '6654933', '1749312', '7650445', '5284157', '6331088', '6761201']",-1
1032,"['2553971', '6980309', '8437870', '675794', '5541198', '5790192', '1322594', '3779694', '7786056', '3920284']",-1
1033,"['8700306', '6813300', '254423', '5730223', '4560280', '7090090', '2800706', '2244873', '4437567', '285698']",-1
1034,"['2694726', '8117337', '818257', '4177793', '3305481', '7883621', '2734766', '348200', '8094174', '3983279']",-1
1035,"['7021142', '2773156', '3400356', '7133107', '1032409', '8182999', '7531260', '4109912', '490319', '5594819']",-1
1036,"['1775537', '8139612', '5126267', '2727851', '3588236', '1151327', '1203890', '1735404', '3545233', '4033878']",-1
1037,"['8060509', '2976422', '6663064', '940229', '1481923', '1761833', '5723484', '7296122', '4313521', '4662478']",-1
1038,"['1749312', '4775260', '6654933', '4055291', '5515342', '7438852', '4181791', '2473115', '4473706', '1791817']",-1
1039,"['5594819', '7021142', '490319', '6034326', '4970410', '1038640', '7133107', '7930017', '1377560', '6716508']",-1
1040,"['3609999', '567186', '2198132', '512372', '1809606', '4528440', '5275391', '8510396', '2172732', '4572497']",-1
1041,"['4485860', '2289736', '1888580', '8619867', '2201559', '2680570', '1868688', '3852056', '358510', '3230262']",-1
1042,"['3282564', '2394530', '5300639', '1881506', '7232028', '4698806', '1785246', '3937023', '1049507', '4317243']",-1
1043,"['762554', '5862990', '5963535', '5795927', '7399108', '407984', '4107025', '8087640', '164416', '4585419']",-1
1044,"['3131242', '2649461', '7824556', '6286402', '3070212', '6007865', '6664227', '1610106', '2844344', '4185757']",-1
1045,"['1050243', '4919464', '1891102', '4860927', '7279776', '3835664', '6993969', '3704204', '3269175', '4891165']",-1
1046,"['5444259', '2940337', '2242948', '7995915', '4496611', '97123', '6105646', '3760495', '7055620', '8162073']",-1
1047,"['6090529', '2183021', '644930', '1575739', '1716635', '5072214', '1635091', '3242715', '8014802', '4307998']",-1
1048,"['8478635', '3747594', '1038640', '6103675', '8203729', '3615891', '1544664', '8006863', '8182999', '6950101']",-1
1049,"['170286', '5505504', '1023816', '8291132', '3131451', '6459082', '3340913', '3907333', '4170708', '6544080']",-1
1050,"['2047830', '1019887', '5870496', '1248815', '5547310', '8444987', '8711781', '8199876', '5461585', '5955816']",-1
1051,"['8437870', '675794', '5790192', '2113963', '5541198', '7512908', '8058010', '6128741', '6372619', '8566951']",-1
1052,"['7062356', '444735', '7706389', '1166304', '1784866', '6062374', '6693933', '1353960', '422966', '1366976']",-1
1053,"['4379685', '876974', '6841854', '3766685', '8611592', '318382', '6136433', '1708741', '280317', '1599041']",-1
1054,"['7053041', '7493157', '2800907', '2160510', '7721588', '8381370', '812814', '94816', '7988309', '7960808']",-1
1055,"['955150', '3111540', '3722822', '834216', '4800285', '1136164', '1921667', '3356593', '2779613', '7328261']",-1
1056,"['762554', '4492831', '4269798', '7666207', '4107025', '3116382', '6800047', '407984', '4050081', '2354868']",-1
1057,"['6375783', '8060509', '1481923', '2820937', '6285064', '6085245', '7927235', '7989339', '167535', '7296122']",-1
1058,"['285111', '3009393', '285115', '1046154', '2572755', '4794286', '380070', '7204184', '6679675', '7669183']",-1
1059,"['6034326', '490319', '1659152', '8679516', '6427964', '3770717', '411479', '5358919', '150851', '272643']",-1
1060,"['1509720', '7561694', '7244605', '7559284', '3755800', '3395059', '4277382', '3744157', '7117129', '918842']",-1
1061,"['7361916', '2137711', '1837319', '104807', '6356173', '6410050', '220120', '2180671', '3951266', '554411']",-1
1062,"['1395171', '1164705', '990112', '8825752', '8702948', '592592', '8649867', '7236869', '2084840', '4358076']",-1
1063,"['6408580', '5646884', '5316137', '2141574', '3446575', '5784226', '1452785', '2921655', '2137709', '4692962']",-1
1064,"['8437870', '5541198', '675794', '5790192', '6980309', '7786056', '1322594', '3920284', '2553971', '6372619']",-1
1065,"['978854', '356635', '7467724', '2889411', '8560759', '1368783', '2731060', '5005895', '6867256', '4087357']",-1
1066,"['7538302', '3356593', '6632493', '6986226', '562991', '5370891', '5242332', '2355352', '5517301', '610065']",-1
1067,"['4414198', '2190861', '3052758', '6063560', '2994540', '6586128', '8216835', '3407563', '6056155', '8838574']",-1
1068,"['2694726', '5620354', '8094174', '2734766', '923470', '4177793', '3693134', '8117337', '1338963', '4603031']",-1
1069,"['371995', '2697893', '3988896', '8572198', '5177012', '5440368', '5569540', '3481305', '6009728', '8142706']",-1
1070,"['5824150', '2926451', '1122039', '351600', '1817180', '2120820', '595882', '1747059', '5144774', '211759']",-1
1071,"['5078300', '2641148', '4793868', '800566', '911114', '7207238', '2982678', '2980493', '4904092', '3501303']",-1
1072,"['649102', '4840433', '1504786', '4133036', '50535', '6549935', '7874438', '4894432', '3224266', '6569971']",-1
1073,"['441849', '5466425', '437750', '7428420', '1615951', '6783373', '3720715', '7166207', '6089896', '4306717']",-1
1074,"['7062356', '444735', '1735403', '942900', '6085916', '7125269', '3014414', '6266889', '8484046', '6693933']",-1
1075,"['4719813', '2033046', '906051', '3663581', '3206747', '4585833', '7916657', '648724', '1289967', '8603357']",-1
1076,"['1932672', '285118', '6031224', '6578643', '2523109', '6825365', '5923856', '3011977', '8367014', '7309316']",-1
1077,"['6361016', '8367309', '8134055', '4878173', '7210177', '2863007', '3793258', '2546737', '7532970', '4185062']",-1
1078,"['2139625', '1775537', '8139612', '1935427', '1128973', '134526', '3588236', '6051846', '1735404', '6950616']",-1
1079,"['5179628', '371995', '2390891', '5483631', '1076990', '2511414', '1842358', '6677409', '422471', '7086376']",-1
1080,"['4829940', '5163529', '125048', '8639855', '587941', '6760824', '2063722', '1930863', '772089', '2031697']",-1
1081,"['2931413', '6885388', '942544', '1086894', '7274149', '2245973', '3669815', '4491898', '6070999', '6749904']",-1
1082,"['1134752', '1935427', '1128973', '759839', '1735404', '8641421', '6925120', '8187246', '2503345', '93763']",-1
1083,"['2968197', '371083', '1258178', '7871539', '4996680', '3889375', '2824784', '1904090', '1101801', '7776498']",-1
1084,"['5934658', '7246414', '7243336', '5474042', '7815011', '1306306', '8578010', '5214163', '2254940', '5569350']",-1
1085,"['4277382', '5565437', '3755800', '6696356', '7924277', '3395059', '3503421', '7117129', '1751241', '4271495']",-1
1086,"['429333', '2357708', '6572648', '6181611', '7061450', '481799', '7597099', '2025846', '3217886', '7625229']",-1
1087,"['3726185', '7945360', '1651104', '7009544', '6518326', '1016619', '4495060', '7149741', '3378633', '2373923']",-1
1088,"['2528082', '1236544', '3693133', '7553161', '7055279', '4860927', '417261', '1050243', '8527685', '7561152']",-1
1089,"['1335566', '7634617', '2125694', '5149556', '1829276', '2139625', '2468635', '1829749', '2344399', '4091248']",-1
1090,"['7928330', '3356174', '5099693', '6147967', '4936325', '589894', '3221273', '3913873', '2883900', '5280599']",-1
1091,"['5202296', '4393778', '2327543', '3379993', '2705081', '981446', '3798824', '6825534', '1428595', '6754169']",-1
1092,"['7138900', '4675180', '1924690', '3899790', '5059885', '1969377', '355725', '1073483', '2642190', '869122']",-1
1093,"['7649591', '7274726', '5054453', '5327543', '6424147', '5260758', '1212443', '658931', '1758669', '4262212']",-1
1094,"['2402814', '6231355', '2536142', '7672274', '3067996', '1385160', '7378675', '219640', '8499847', '3775619']",-1
1095,"['4794286', '5338203', '1567767', '1929814', '6679675', '1046154', '7756177', '3284979', '5745136', '2986490']",-1
1096,"['2673059', '6114549', '3349042', '7969986', '5601015', '6408851', '6641145', '4704927', '8270152', '6742144']",-1
1097,"['6578377', '8081088', '6039793', '6233357', '7250304', '239311', '4489605', '3487155', '6285076', '8554791']",-1
1098,"['5867253', '3284977', '6482443', '5527132', '4862534', '5541198', '3152912', '204688', '4007442', '6602046']",-1
1099,"['6885387', '5628825', '7021143', '6791396', '676742', '8293959', '7653127', '4381396', '1293552', '1498196']",-1
1100,"['4507167', '8175942', '2122162', '5843636', '5858406', '2344154', '7102681', '1722313', '3479975', '8399742']",-1
1101,"['3131242', '3070212', '3165492', '2649461', '6007865', '4185757', '700161', '529413', '1440808', '7859056']",-1
1102,"['8139612', '1441269', '1775537', '2727851', '7860629', '5958470', '341309', '3588236', '6051846', '2139625']",-1
1103,"['1113597', '7557538', '7704059', '1954011', '6286705', '6882359', '6010487', '1856298', '6789409', '312392']",-1
1104,"['8437870', '8214348', '2113963', '2477080', '29874', '8566951', '6082464', '1740570', '2917082', '2593553']",-1
1105,"['4232162', '8044127', '131467', '8716033', '325957', '7935767', '5990819', '3697260', '1674485', '432693']",-1
1106,"['5338290', '5913095', '1633762', '3579682', '1915210', '3461256', '3436967', '1284265', '6446998', '8229836']",-1
1107,"['285111', '463713', '3009393', '7204184', '3469248', '4675188', '6834176', '746004', '380070', '285115']",-1
1108,"['1311960', '7184269', '1371031', '2051960', '8319587', '8339701', '8100907', '1613184', '2241884', '8113323']",-1
1109,"['371438', '3019242', '7263609', '3951689', '4620358', '3116690', '5367660', '3010965', '3069168', '6877036']",-1
1110,"['371438', '3019242', '7263609', '3951689', '4620358', '3116690', '5367660', '3010965', '3069168', '6877036']",-1
1111,"['2744994', '1775537', '5126267', '5768912', '7654520', '152923', '3479363', '8357714', '1359647', '3434471']",-1
1112,"['2511414', '7852132', '2183021', '6677409', '644930', '6090529', '6684145', '4723543', '1653659', '558582']",-1
1113,"['4603031', '2694726', '1768781', '8672652', '244201', '4753189', '6474634', '2342525', '4437606', '3822978']",-1
1114,"['5338203', '5850943', '7756177', '6760824', '3522969', '3284979', '3284977', '6602045', '6602046', '5703675']",-1
1115,"['8437870', '5541198', '675794', '1322594', '5790192', '3284977', '4862534', '6980309', '6482443', '2113963']",-1
1116,"['1142297', '884697', '6796109', '34202', '2351931', '368979', '7526365', '1299884', '3418033', '6693201']",-1
1117,"['1142297', '884697', '6796109', '34202', '2351931', '368979', '7526365', '1299884', '3418033', '6693201']",-1
1118,"['5387155', '1210551', '1007645', '3013192', '987122', '4631804', '4169030', '7452068', '1897388', '1447070']",-1
1119,"['3332183', '5295138', '4152192', '6034562', '1264534', '1057116', '4866888', '3879608', '5410584', '3873995']",-1
1120,"['770760', '2240634', '923477', '4421781', '1352044', '4119944', '2728329', '7579256', '4642473', '2047830']",-1
1121,"['5706890', '1826646', '859525', '514310', '8066368', '80881', '4058858', '539168', '3145757', '8372740']",-1
1122,"['5706890', '1826646', '859525', '514310', '8066368', '80881', '4058858', '539168', '3145757', '8372740']",-1
1123,"['1522806', '1633652', '6920655', '7520468', '876756', '1248479', '155442', '2315545', '3956280', '3924610']",-1
1124,"['7312170', '4959830', '352836', '5567935', '3327354', '7195610', '1719550', '5501544', '1975796', '2307963']",-1
1125,"['4654632', '3393103', '3430420', '7774309', '7517604', '4680879', '2213883', '3635631', '88734', '6327443']",-1
1126,"['2375996', '2240634', '5599327', '2921326', '6133702', '4668463', '4204005', '923477', '5192586', '2119840']",-1
1127,"['1948938', '1089868', '387626', '2678282', '1929824', '3473953', '8257401', '3519490', '1113597', '2138026']",-1
1128,"['804002', '2393954', '1229411', '5747735', '6600415', '3923098', '3483161', '7902691', '272694', '1174411']",-1
1129,"['2215309', '1338462', '1175355', '3626984', '2785492', '8515071', '1463997', '937700', '7238283', '6710683']",-1
1130,"['2860665', '5485627', '6708459', '5421013', '2008683', '3263993', '588935', '81577', '6851453', '556326']",-1
1131,"['8807561', '6287336', '1075527', '1436715', '7840371', '8024301', '6731959', '6808390', '458476', '2801236']",-1
1132,"['6079802', '3197282', '8245515', '3252389', '1129385', '4164351', '2008961', '8576559', '1043702', '2516378']",-1
1133,"['4266900', '1009045', '5530465', '872283', '530372', '3723402', '6849157', '682486', '3343267', '2032265']",-1
1134,"['636552', '4936325', '3913873', '346847', '7445148', '1721281', '4142752', '1221938', '1058632', '5099693']",-1
1135,"['2125759', '6237184', '6287724', '2894925', '4785636', '5312405', '3772907', '6714223', '3002024', '8373437']",-1
1136,"['6891139', '2036475', '8158486', '6661206', '1861708', '377993', '4713363', '7959648', '2693428', '5580373']",-1
1137,"['1932672', '570170', '3976764', '6031224', '5428588', '5715997', '4232162', '8044127', '8367014', '1317045']",-1
1138,"['1298168', '6724639', '4650627', '2679375', '585967', '7051720', '3527760', '3048333', '5759570', '7158121']",-1
1139,"['6825365', '2926004', '3641505', '1637338', '1378556', '6820903', '1787214', '1767492', '5974864', '2787908']",-1
1140,"['2959144', '755845', '5637912', '8531095', '1644613', '5544180', '3019623', '229799', '4944734', '7514055']",-1
1141,"['2959144', '755845', '5637912', '8531095', '1644613', '5544180', '3019623', '229799', '4944734', '7514055']",-1
1142,"['8006856', '4399497', '1050243', '7279776', '769644', '3782039', '4640272', '1467397', '8481423', '3602491']",-1
1143,"['1430972', '5898348', '3610800', '7561845', '8189929', '2199115', '3290903', '6062654', '595876', '6520751']",-1
1144,"['4986595', '5712968', '6667637', '1796345', '880793', '1854665', '6113619', '3019625', '7120154', '6967667']",-1
1145,"['2228249', '5642882', '5985423', '8699269', '3304825', '4295618', '2402814', '23453', '5443749', '4976368']",-1
1146,"['2228249', '5642882', '5985423', '8699269', '3304825', '4295618', '2402814', '23453', '5443749', '4976368']",-1
1147,"['269321', '2406909', '4271495', '3436967', '2207026', '8229836', '1045088', '3704006', '325237', '3464763']",-1
1148,"['1849152', '2063778', '7028100', '2920842', '8679668', '5125110', '8069890', '1591094', '1952268', '8355565']",-1
1149,"['4885382', '6225940', '5378245', '71793', '7135778', '8727511', '7156658', '869910', '161801', '4158793']",-1
1150,"['1263554', '1735843', '3131560', '2695096', '1546284', '5105509', '544703', '7730647', '7839010', '641204']",-1
1151,"['3732033', '5499582', '4465198', '2696149', '6171973', '1041810', '7186590', '4767918', '3278331', '2326653']",-1
1152,"['7038875', '7950071', '8715544', '2683353', '4942586', '2220503', '2435150', '2937596', '8793479', '6675559']",-1
1153,"['396495', '490319', '2244879', '6995943', '847160', '6716508', '4063520', '1408013', '1258162', '7576950']",-1
1154,"['2836302', '991298', '8754273', '1080017', '2436862', '6780726', '1471044', '5651878', '2701868', '3407563']",-1
1155,"['924834', '3317730', '7365371', '688161', '1846944', '2353726', '7538302', '5370891', '1007382', '1089968']",-1
1156,"['149613', '3835199', '7276555', '5360413', '126481', '5584417', '5644474', '3210772', '7204964', '6897280']",-1
1157,"['66702', '1330954', '1633858', '7687834', '2794651', '3433831', '6855333', '4826933', '1807053', '4894432']",-1
1158,"['66702', '1330954', '1633858', '7687834', '2794651', '3433831', '6855333', '4826933', '1807053', '4894432']",-1
1159,"['66702', '1330954', '1633858', '7687834', '2794651', '3433831', '6855333', '4826933', '1807053', '4894432']",-1
1160,"['2287982', '150486', '2727874', '8186423', '1140984', '8742982', '4881807', '828174', '679755', '2681142']",-1
1161,"['807495', '3357583', '7670816', '7579643', '7500604', '6962531', '7481606', '1402471', '1332390', '1201944']",-1
1162,"['8476188', '1030355', '6398569', '8800880', '2392663', '6298957', '6276844', '7111146', '2026906', '778033']",-1
1163,"['1800484', '6683885', '3918438', '8113209', '3078209', '2381821', '5179273', '1153607', '5857926', '2758482']",-1
1164,"['1283675', '6009728', '3501254', '2070918', '2959144', '1759370', '6979343', '6853800', '4123252', '377332']",-1
1165,"['5287766', '4478249', '6638880', '3145690', '326245', '2914788', '2154154', '2013364', '7133285', '7690183']",-1
1166,"['5287766', '4478249', '6638880', '3145690', '326245', '2914788', '2154154', '2013364', '7133285', '7690183']",-1
1167,"['2548215', '183683', '5652584', '2630810', '7607911', '3458652', '2645038', '4274277', '2014007', '6957631']",-1
1168,"['792739', '2752310', '8604685', '3487360', '8625337', '1677571', '4190468', '8274145', '6717977', '385007']",-1
1169,"['5212751', '2694726', '259311', '3864503', '6605660', '7043731', '1452643', '4078848', '923470', '2734766']",-1
1170,"['8600255', '6178242', '4587460', '7675809', '1019684', '7155754', '6905569', '4878298', '4921548', '5755380']",-1
1171,"['2373923', '8125085', '617749', '923159', '7945360', '4495060', '6833044', '5474533', '7571405', '8729692']",-1
1172,"['4298532', '3532344', '8751749', '6102873', '6821582', '663119', '5089696', '5698657', '4302934', '7219564']",-1
1173,"['4885382', '7081349', '320782', '869910', '3909631', '5011507', '8248637', '4883716', '5476761', '5429651']",-1
1174,"['4603031', '3246792', '4437606', '1577039', '2210440', '3991481', '6917286', '6834672', '1338963', '4753189']",-1
1175,"['444735', '3388014', '1640091', '7062356', '8023663', '942900', '3658906', '7674460', '1735403', '3108159']",-1
1176,"['2113254', '675740', '1471942', '8416038', '2037106', '3987959', '3877561', '5331926', '6319340', '3038389']",-1
1177,"['3456888', '3751341', '1183628', '1774080', '5878259', '8649775', '3746830', '4757290', '6856667', '60547']",-1
1178,"['1252432', '2273715', '1479557', '4645515', '2480859', '3390841', '4912879', '7693796', '4261137', '5841097']",-1
1179,"['2384898', '7561984', '1598328', '8098328', '4083034', '6866982', '3523498', '6754243', '7218846', '223620']",-1
1180,"['1608068', '1178292', '5779198', '5824904', '5218357', '618555', '1273585', '562662', '5320562', '436703']",-1
1181,"['8130842', '377853', '6160767', '5441391', '2750629', '6009728', '5696169', '294387', '524966', '1432617']",-1
1182,"['444735', '2061788', '7168803', '2688520', '5221401', '2279269', '3658404', '7062356', '3410699', '982352']",-1
1183,"['7064572', '5811723', '2716109', '2831207', '3017310', '5257254', '4081337', '6985421', '1197464', '5080074']",-1
1184,"['5084952', '7629461', '3486553', '7190299', '345265', '764775', '4323300', '6250106', '5044959', '1189054']",-1
1185,"['532193', '6581790', '777800', '8134422', '469094', '6309882', '5200355', '6371373', '694975', '8555859']",-1
1186,"['7021142', '8182999', '2773156', '486223', '8388425', '4109912', '3809926', '179313', '4692323', '3400356']",-1
1187,"['4641658', '3027548', '1293080', '3027554', '455991', '257433', '7105525', '3318619', '3956280', '1014393']",-1
1188,"['7755136', '6609074', '4244223', '2916888', '463153', '3511508', '6463338', '3688217', '6574863', '209258']",-1
1189,"['1655511', '7630746', '2350805', '7765462', '7198653', '6616667', '1555148', '51410', '5366500', '176826']",-1
1190,"['2491161', '5620129', '8838540', '7899412', '7652458', '1437812', '3581329', '748616', '1520277', '973818']",-1
1191,"['8359471', '5508903', '854489', '1570155', '1025193', '5200911', '7767916', '4106493', '6198809', '2544744']",-1
1192,"['8130842', '6009728', '7195151', '5696169', '3019623', '2697893', '176250', '3212306', '8101244', '377332']",-1
1193,"['8167595', '1441269', '3911426', '2946827', '1752642', '8139612', '2727851', '2500382', '972884', '7010263']",-1
1194,"['1490821', '4920055', '7516078', '7712317', '1263008', '1464614', '5247193', '5780485', '5674511', '4587118']",-1
1195,"['8693452', '2162092', '4181361', '7057207', '881304', '2942525', '669715', '2454133', '3257668', '466143']",-1
1196,"['3252389', '6079802', '8245515', '1043702', '3197282', '1129385', '6186062', '818009', '2671953', '1825933']",-1
1197,"['4681274', '8567033', '1842936', '1743149', '5920001', '6674747', '5543326', '6471173', '130177', '3270837']",-1
1198,"['6825860', '3539813', '7234414', '6327819', '6628270', '4316043', '7276948', '5392818', '7160197', '7608531']",-1
1199,"['3983279', '5046001', '6841854', '7454917', '3864503', '4986912', '1915884', '1143024', '6136433', '8075333']",-1
1200,"['6866955', '5469375', '2970963', '600477', '4573188', '3591730', '2766583', '696707', '1682776', '5213990']",-1
